person_id,bloc,birth,death,sex,deg,n_dyn_4hop,n_nodes_4hop,mother_pre_deg,mother_n_dyn_4hop,mother_n_nodes_4hop,father_pre_deg,father_n_dyn_4hop,father_n_nodes_4hop,mgf_pre_deg,mgf_n_dyn_4hop,mgf_n_nodes_4hop
p65424.htm#i654236,B3,1256,1316,M,4,4,37,2.0,8.0,56.0,3.0,4.0,26.0,8.0,13.0,129.0
p10773.htm#i107722,B26,1154,1213,M,1,3,25,,,,2.0,5.0,39.0,,,
p24820.htm#i248193,B34,1099,1157,M,2,1,12,,,,1.0,1.0,1.0,,,
p72885.htm#i728849,B4,1241,1268,M,1,6,48,,,,3.0,8.0,70.0,,,
p10460.htm#i104597,B4,1108,1190,M,7,7,233,3.0,6.0,65.0,3.0,8.0,129.0,4.0,3.0,35.0
p353.htm#i3528,B4,1287,1331,M,4,7,126,4.0,8.0,119.0,5.0,9.0,178.0,3.0,5.0,55.0
p10493.htm#i104928,B34,1197,1246,M,2,20,278,3.0,7.0,41.0,8.0,28.0,312.0,,,
p65967.htm#i659669,B3,1294,1381,M,2,5,36,2.0,7.0,72.0,3.0,2.0,29.0,6.0,13.0,169.0
p30136.htm#i301359,B38,1236,1294,M,1,1,15,,,,1.0,1.0,13.0,,,
p4188.htm#i41873,B25,1294,1355,M,8,14,190,6.0,10.0,118.0,6.0,6.0,90.0,10.0,13.0,165.0
p18646.htm#i186457,B26,1213,1289,M,5,3,81,3.0,3.0,65.0,3.0,7.0,74.0,8.0,4.0,66.0
p10686.htm#i106853,B0,1189,1247,M,9,7,252,3.0,9.0,125.0,3.0,6.0,93.0,5.0,13.0,222.0
p411.htm#i4103,B34,1208,1266,M,2,13,151,5.0,10.0,119.0,4.0,21.0,251.0,3.0,8.0,83.0
p19080.htm#i190792,B34,1192,1252,M,2,7,80,8.0,13.0,143.0,3.0,6.0,60.0,8.0,18.0,239.0
p4199.htm#i41982,B4,1247,1248,M,2,5,83,7.0,8.0,141.0,7.0,6.0,177.0,7.0,10.0,165.0
p536.htm#i5357,B34,1202,1253,M,5,5,115,2.0,3.0,13.0,3.0,3.0,40.0,1.0,2.0,6.0
p797.htm#i7962,B1,1074,1126,M,10,10,161,9.0,10.0,196.0,6.0,7.0,125.0,8.0,11.0,257.0
p4208.htm#i42073,B4,1210,1250,M,4,6,91,4.0,4.0,54.0,5.0,8.0,137.0,1.0,2.0,15.0
p10466.htm#i104652,B27,1100,1160,M,2,10,76,4.0,10.0,91.0,1.0,7.0,37.0,5.0,11.0,100.0
p10310.htm#i103091,B4,1165,1223,M,8,8,380,3.0,8.0,212.0,9.0,17.0,293.0,13.0,11.0,255.0
p11379.htm#i113784,B4,1297,1316,M,3,5,130,11.0,7.0,220.0,11.0,6.0,210.0,14.0,7.0,380.0
p462.htm#i4611,B25,1200,1258,M,7,6,163,3.0,9.0,76.0,7.0,10.0,92.0,5.0,10.0,140.0
p67284.htm#i672835,B16,1278,1329,M,2,2,24,2.0,3.0,43.0,1.0,2.0,18.0,4.0,3.0,69.0
p1203.htm#i12030,B36,1282,1329,M,3,10,98,3.0,11.0,106.0,3.0,8.0,79.0,10.0,16.0,171.0
p16084.htm#i160833,B25,1174,1232,M,1,4,21,,,,1.0,5.0,47.0,,,
p22075.htm#i220749,B1,1051,1113,M,3,4,72,,,,3.0,5.0,68.0,,,
p10205.htm#i102046,B1,1086,1125,M,2,14,168,,,,3.0,5.0,81.0,,,
p24819.htm#i248187,B34,1072,1101,M,4,6,51,3.0,7.0,76.0,3.0,6.0,36.0,6.0,11.0,93.0
p10274.htm#i102735,B27,1229,1289,M,3,5,30,,,,2.0,8.0,32.0,,,
p10679.htm#i106782,B4,1105,1157,M,9,8,181,5.0,5.0,111.0,3.0,6.0,90.0,8.0,6.0,132.0
p10791.htm#i107905,B34,1203,1274,M,3,11,93,4.0,9.0,71.0,5.0,15.0,144.0,5.0,11.0,76.0
p58968.htm#i589677,B0,1200,1266,M,7,1,119,3.0,1.0,12.0,3.0,1.0,24.0,2.0,1.0,7.0
p824.htm#i8237,B34,1166,1192,M,4,7,162,6.0,7.0,203.0,6.0,7.0,184.0,11.0,8.0,210.0
p10775.htm#i107742,B26,1190,1244,M,1,11,138,,,,11.0,17.0,202.0,,,
p8701.htm#i87004,B11,1289,1322,M,2,3,89,7.0,4.0,127.0,6.0,4.0,103.0,11.0,4.0,127.0
p889.htm#i8887,B1,1050,1104,M,5,10,55,8.0,8.0,53.0,8.0,8.0,43.0,1.0,6.0,32.0
p58956.htm#i589557,B0,1170,1218,M,4,3,67,3.0,5.0,71.0,3.0,2.0,44.0,9.0,6.0,115.0
p11290.htm#i112893,B1,1238,1280,M,7,6,140,6.0,5.0,65.0,9.0,4.0,69.0,3.0,7.0,52.0
p25027.htm#i250266,B112,1293,1337,M,5,7,63,3.0,7.0,67.0,4.0,4.0,37.0,6.0,7.0,95.0
p1291.htm#i12909,B36,1266,1319,M,2,7,58,10.0,5.0,61.0,10.0,8.0,100.0,1.0,5.0,26.0
p41193.htm#i411922,B34,1186,1245,M,3,11,201,3.0,7.0,54.0,3.0,4.0,32.0,5.0,11.0,142.0
p10202.htm#i102018,B34,1157,1199,M,5,22,270,9.0,21.0,202.0,7.0,24.0,266.0,4.0,17.0,145.0
p4297.htm#i42970,B0,1210,1258,M,5,2,95,4.0,1.0,24.0,4.0,1.0,36.0,2.0,1.0,11.0
p11459.htm#i114590,B1,1125,1173,M,3,3,97,4.0,1.0,54.0,8.0,3.0,101.0,1.0,1.0,27.0
p41192.htm#i411919,B34,1191,1234,M,3,10,128,7.0,7.0,59.0,7.0,4.0,39.0,5.0,11.0,146.0
p4898.htm#i48975,B27,1096,1160,M,3,8,78,4.0,4.0,42.0,5.0,3.0,29.0,4.0,5.0,86.0
p40547.htm#i405469,B3,1255,1311,M,2,9,102,6.0,8.0,129.0,6.0,10.0,120.0,8.0,11.0,172.0
p56833.htm#i568325,B112,1282,1310,M,5,8,53,6.0,7.0,66.0,6.0,8.0,90.0,2.0,6.0,40.0
p68959.htm#i689587,B36,1269,1324,M,2,1,12,,,,1.0,3.0,26.0,,,
p10256.htm#i102554,B3,1188,1228,M,5,15,131,4.0,5.0,34.0,5.0,5.0,42.0,1.0,3.0,14.0
p26759.htm#i267581,B25,1191,1251,M,1,2,29,,,,2.0,4.0,23.0,,,
p51609.htm#i516083,B12,1240,1296,M,4,5,50,3.0,3.0,46.0,1.0,3.0,23.0,5.0,4.0,95.0
p923.htm#i9228,B34,1200,1216,M,3,9,50,3.0,9.0,105.0,3.0,3.0,38.0,10.0,11.0,166.0
p61959.htm#i619587,B38,1274,1334,M,1,4,30,,,,1.0,1.0,8.0,,,
p58176.htm#i581752,B27,1134,1192,M,2,6,59,4.0,6.0,90.0,4.0,7.0,81.0,5.0,7.0,111.0
p41220.htm#i412196,B34,1295,1352,M,4,3,12,1.0,1.0,6.0,3.0,1.0,8.0,,,
p4088.htm#i40876,B1,1169,1252,M,14,6,180,2.0,4.0,85.0,4.0,6.0,99.0,6.0,2.0,110.0
p41221.htm#i412202,B34,1160,1220,M,3,4,39,,,,2.0,9.0,79.0,,,
p67306.htm#i673053,B16,1250,1310,M,7,2,33,,,,1.0,3.0,18.0,,,
p11528.htm#i115272,B4,1114,1156,M,1,3,46,,,,3.0,4.0,57.0,,,
p11480.htm#i114800,B1,1295,1303,M,2,1,27,5.0,1.0,25.0,3.0,1.0,41.0,2.0,1.0,15.0
p781.htm#i7807,B1,1270,1292,M,3,4,189,9.0,4.0,203.0,9.0,7.0,255.0,5.0,5.0,154.0
p54620.htm#i546198,B15,1070,1124,M,2,1,8,,,,1.0,1.0,11.0,,,
p60994.htm#i609939,B3,1272,1332,M,2,3,29,3.0,2.0,22.0,4.0,3.0,42.0,1.0,1.0,7.0
p15227.htm#i152268,B1,1234,1290,M,1,1,4,,,,1.0,1.0,4.0,,,
p41020.htm#i410191,B34,1291,1292,M,1,6,26,,,,2.0,10.0,62.0,,,
p65679.htm#i656782,B3,1290,1343,M,4,6,55,3.0,10.0,94.0,4.0,6.0,43.0,10.0,13.0,157.0
p11364.htm#i113633,B0,1296,1346,M,9,14,253,3.0,7.0,145.0,3.0,5.0,82.0,7.0,9.0,271.0
p10311.htm#i103108,B34,1095,1154,M,11,8,189,3.0,5.0,83.0,12.0,10.0,172.0,,,
p11361.htm#i113605,B4,1219,1226,M,2,5,120,7.0,12.0,217.0,7.0,5.0,201.0,15.0,14.0,245.0
p32195.htm#i321946,B26,1232,1290,M,4,1,19,2.0,1.0,9.0,3.0,1.0,12.0,2.0,1.0,6.0
p15827.htm#i158265,B0,1156,1198,M,5,8,99,3.0,8.0,116.0,3.0,9.0,146.0,10.0,8.0,120.0
p11404.htm#i114033,B1,1228,1254,M,8,6,175,3.0,8.0,164.0,6.0,15.0,258.0,10.0,9.0,178.0
p4035.htm#i40341,B1,1242,1281,M,4,6,170,4.0,7.0,163.0,6.0,6.0,156.0,12.0,9.0,288.0
p4305.htm#i43050,B0,1250,1297,M,3,5,137,10.0,4.0,150.0,10.0,3.0,103.0,7.0,6.0,169.0
p2662.htm#i26619,B1,1242,1304,M,8,6,238,4.0,7.0,163.0,6.0,6.0,156.0,12.0,9.0,288.0
p61958.htm#i619580,B38,1163,1219,M,2,1,17,1.0,1.0,10.0,2.0,1.0,16.0,,,
p10790.htm#i107894,B26,1292,1347,M,2,9,75,2.0,9.0,109.0,1.0,6.0,44.0,15.0,14.0,244.0
p41193.htm#i411924,B25,1230,1278,M,2,8,97,6.0,13.0,125.0,7.0,10.0,126.0,6.0,14.0,111.0
p24820.htm#i248197,B34,1128,1173,M,2,2,19,2.0,2.0,18.0,5.0,4.0,31.0,1.0,1.0,10.0
p10548.htm#i105476,B1,1216,1250,M,9,8,218,4.0,6.0,144.0,8.0,9.0,221.0,9.0,7.0,171.0
p4170.htm#i41694,B4,1289,1312,M,2,5,111,5.0,8.0,124.0,6.0,9.0,182.0,3.0,5.0,56.0
p11864.htm#i118635,B33,1274,1322,M,2,5,35,3.0,10.0,67.0,3.0,5.0,26.0,1.0,4.0,22.0
p11386.htm#i113856,B1,1271,1309,M,6,4,119,10.0,4.0,153.0,10.0,6.0,154.0,9.0,4.0,213.0
p10790.htm#i107897,B26,1274,1333,M,10,18,182,2.0,1.0,23.0,4.0,2.0,50.0,,,
p11575.htm#i115744,B25,1265,1330,M,2,2,42,1.0,1.0,15.0,3.0,1.0,28.0,,,
p55559.htm#i555587,B12,1285,1305,M,4,2,51,3.0,2.0,49.0,3.0,2.0,53.0,6.0,1.0,45.0
p68959.htm#i689585,B36,1209,1266,M,3,3,57,3.0,2.0,32.0,3.0,3.0,57.0,2.0,2.0,19.0
p10675.htm#i106749,B4,1065,1103,M,5,5,52,,,,1.0,2.0,17.0,,,
p10485.htm#i104841,B4,1081,1100,M,2,8,102,3.0,8.0,131.0,3.0,8.0,94.0,13.0,11.0,193.0
p40679.htm#i406786,B36,1287,1344,M,2,7,43,4.0,5.0,52.0,4.0,4.0,35.0,5.0,8.0,77.0
p460.htm#i4596,B26,1173,1233,M,11,4,78,5.0,3.0,32.0,1.0,1.0,17.0,2.0,2.0,23.0
p67276.htm#i672752,B16,1253,1295,M,8,3,64,,,,2.0,3.0,57.0,,,
p59996.htm#i599960,B6,1146,1202,M,4,2,33,,,,2.0,1.0,8.0,,,
p65.htm#i646,B34,1252,1273,M,3,7,87,5.0,7.0,123.0,4.0,6.0,56.0,8.0,11.0,170.0
p70430.htm#i704295,B34,1152,1161,M,2,4,45,1.0,4.0,39.0,3.0,7.0,98.0,,,
p22035.htm#i220344,B4,1098,1137,M,4,7,96,3.0,4.0,66.0,3.0,6.0,64.0,9.0,9.0,136.0
p65424.htm#i654235,B3,1286,1346,M,5,3,24,2.0,2.0,16.0,3.0,4.0,31.0,1.0,1.0,7.0
p10312.htm#i103113,B4,1125,1161,M,2,8,163,8.0,7.0,140.0,8.0,8.0,150.0,5.0,5.0,86.0
p10250.htm#i102494,B34,1035,1100,M,4,6,101,4.0,7.0,94.0,4.0,7.0,92.0,12.0,7.0,90.0
p73004.htm#i730036,B34,1270,1317,M,2,5,54,7.0,7.0,80.0,7.0,4.0,65.0,2.0,7.0,63.0
p9.htm#i83,B16,1053,1130,M,2,5,60,3.0,6.0,44.0,5.0,7.0,78.0,,,
p1962.htm#i19611,B26,1223,1282,M,6,9,93,2.0,3.0,16.0,3.0,3.0,23.0,1.0,3.0,9.0
p11528.htm#i115277,B4,1143,1170,M,1,3,49,,,,6.0,5.0,108.0,,,
p70907.htm#i709069,B49,1290,1335,M,4,10,80,3.0,7.0,59.0,3.0,6.0,47.0,3.0,6.0,54.0
p10676.htm#i106753,B4,1154,1184,M,2,7,104,4.0,10.0,167.0,3.0,7.0,89.0,11.0,11.0,241.0
p4038.htm#i40376,B1,1276,1300,M,2,4,82,4.0,4.0,113.0,4.0,4.0,139.0,8.0,6.0,200.0
p882.htm#i8814,B26,1103,1154,M,2,2,29,,,,1.0,6.0,42.0,,,
p38686.htm#i386858,B25,1300,1357,M,4,2,27,,,,2.0,1.0,39.0,,,
p10202.htm#i102013,B34,1133,1189,M,20,34,462,4.0,21.0,288.0,4.0,19.0,193.0,30.0,23.0,414.0
p30065.htm#i300646,B38,1049,1103,M,5,1,19,1.0,1.0,13.0,3.0,1.0,18.0,,,
p11476.htm#i114757,B1,1136,1194,M,2,3,53,,,,2.0,4.0,75.0,,,
p66332.htm#i663312,solo_PL172598,1149,1209,M,2,6,34,2.0,6.0,54.0,0.0,1.0,0.0,10.0,7.0,115.0
p10768.htm#i107679,B26,1059,1119,M,1,1,12,,,,,,,,,
p53231.htm#i532301,B0,1282,1357,M,2,5,162,6.0,6.0,181.0,13.0,6.0,270.0,9.0,6.0,198.0
p11405.htm#i114041,B1,1157,1194,M,5,7,135,3.0,6.0,92.0,5.0,8.0,168.0,1.0,3.0,30.0
p4049.htm#i40487,B34,1117,1177,M,1,2,8,,,,2.0,2.0,13.0,,,
p4895.htm#i48941,B27,1070,1128,M,5,7,101,3.0,4.0,47.0,3.0,2.0,21.0,4.0,4.0,47.0
p19098.htm#i190979,B27,1282,1315,M,3,6,68,1.0,7.0,41.0,0.0,1.0,0.0,5.0,10.0,94.0
p15058.htm#i150576,B0,1110,1135,M,3,4,43,1.0,2.0,21.0,3.0,2.0,47.0,,,
p30068.htm#i300676,B38,1236,1294,M,1,1,15,,,,1.0,1.0,13.0,,,
p4186.htm#i41852,B1,1264,1325,M,3,6,113,8.0,7.0,143.0,6.0,3.0,58.0,12.0,10.0,297.0
p11338.htm#i113377,B4,1291,1357,M,6,17,176,4.0,6.0,144.0,4.0,6.0,145.0,9.0,7.0,264.0
p16402.htm#i164018,B1,1222,1251,M,3,3,17,1.0,3.0,14.0,3.0,4.0,27.0,,,
p16860.htm#i168591,B3,1230,1315,M,3,8,60,3.0,7.0,32.0,5.0,10.0,82.0,,,
p843.htm#i8425,B0,1174,1234,M,2,5,39,3.0,3.0,13.0,4.0,5.0,47.0,1.0,2.0,6.0
p775.htm#i7749,B1,1296,1363,M,2,5,150,7.0,5.0,154.0,7.0,4.0,199.0,6.0,5.0,152.0
p11304.htm#i113039,B1,1232,1257,M,4,5,72,4.0,4.0,34.0,7.0,3.0,38.0,3.0,6.0,43.0
p11300.htm#i112998,B1,1090,1130,M,6,5,85,,,,4.0,2.0,49.0,,,
p4035.htm#i40343,B1,1272,1292,M,2,2,73,1.0,2.0,58.0,3.0,6.0,159.0,,,
p4180.htm#i41794,B16,1256,1295,M,3,4,48,2.0,4.0,23.0,3.0,6.0,60.0,1.0,2.0,10.0
p11361.htm#i113603,B4,1206,1250,M,3,4,85,4.0,5.0,72.0,4.0,4.0,62.0,4.0,5.0,72.0
p86.htm#i860,B26,1273,1307,M,1,6,60,,,,5.0,7.0,76.0,,,
p57108.htm#i571073,B26,1224,1291,M,4,2,41,3.0,1.0,7.0,4.0,1.0,10.0,,,
p11378.htm#i113776,B4,1272,1322,M,4,5,150,4.0,6.0,140.0,4.0,6.0,152.0,5.0,5.0,161.0
p11860.htm#i118592,B27,1267,1327,M,2,4,25,,,,2.0,4.0,37.0,,,
p67273.htm#i672727,B16,1069,1122,M,3,1,20,2.0,1.0,18.0,3.0,2.0,25.0,1.0,1.0,7.0
p19831.htm#i198303,B26,1098,1158,M,3,3,25,3.0,4.0,37.0,1.0,3.0,16.0,5.0,6.0,64.0
p363.htm#i3623,B1,1291,1326,M,4,4,72,3.0,4.0,91.0,2.0,2.0,96.0,9.0,3.0,92.0
p24827.htm#i248261,B4,1210,1271,M,3,4,76,4.0,4.0,54.0,5.0,8.0,137.0,1.0,2.0,15.0
p11649.htm#i116483,B26,1246,1271,M,5,9,84,4.0,4.0,63.0,3.0,8.0,88.0,9.0,4.0,79.0
p16403.htm#i164029,B1,1294,1335,M,2,2,18,1.0,1.0,8.0,3.0,2.0,10.0,,,
p10685.htm#i106849,B4,1269,1298,M,9,5,169,4.0,6.0,84.0,6.0,5.0,155.0,4.0,6.0,98.0
p4174.htm#i41737,B34,1244,1266,M,3,7,73,5.0,6.0,64.0,3.0,12.0,149.0,3.0,4.0,41.0
p67317.htm#i673170,B11,1138,1198,M,2,4,40,3.0,6.0,66.0,2.0,2.0,19.0,3.0,5.0,60.0
p784.htm#i7836,B1,1291,1323,M,2,8,155,10.0,8.0,202.0,10.0,5.0,212.0,11.0,10.0,222.0
p11415.htm#i114147,B1,1261,1313,M,5,4,168,6.0,4.0,112.0,6.0,6.0,119.0,9.0,4.0,183.0
p67319.htm#i673190,B16,1262,1335,M,2,1,37,2.0,1.0,25.0,4.0,2.0,52.0,,,
p11333.htm#i113328,B1,1105,1159,M,5,5,166,2.0,1.0,38.0,4.0,3.0,56.0,3.0,4.0,60.0
p48332.htm#i483316,B4,1089,1148,M,7,2,54,1.0,2.0,27.0,4.0,4.0,42.0,,,
p60455.htm#i604545,B0,1180,1250,M,2,1,15,1.0,1.0,14.0,3.0,1.0,30.0,,,
p11385.htm#i113843,B1,1282,1307,M,4,6,205,5.0,5.0,123.0,5.0,5.0,115.0,3.0,5.0,95.0
p11451.htm#i114508,B4,1256,1277,M,3,6,128,7.0,9.0,166.0,8.0,7.0,212.0,7.0,11.0,208.0
p19586.htm#i195858,B25,1268,1299,M,2,5,74,3.0,7.0,118.0,3.0,6.0,69.0,7.0,7.0,177.0
p15484.htm#i154835,B25,1299,1378,M,7,6,58,6.0,4.0,43.0,7.0,4.0,54.0,2.0,2.0,28.0
p10914.htm#i109140,B26,1201,1242,M,2,4,30,4.0,3.0,31.0,2.0,4.0,35.0,5.0,2.0,29.0
p52890.htm#i528895,B26,1274,1336,M,2,5,59,2.0,1.0,23.0,4.0,2.0,50.0,,,
p11305.htm#i113043,B4,1229,1274,M,4,8,181,7.0,5.0,124.0,8.0,8.0,163.0,7.0,6.0,192.0
p28408.htm#i284074,B15,1052,1129,M,1,1,10,,,,1.0,1.0,11.0,,,
p900.htm#i8991,B1,1146,1187,M,2,6,68,3.0,6.0,43.0,3.0,8.0,89.0,1.0,3.0,21.0
p16402.htm#i164017,B1,1247,1293,M,5,3,15,,,,2.0,3.0,15.0,,,
p4209.htm#i42083,B4,1251,1281,M,1,4,121,,,,4.0,5.0,155.0,,,
p57108.htm#i571075,B26,1264,1317,M,4,6,73,5.0,4.0,65.0,3.0,2.0,34.0,5.0,2.0,50.0
p10476.htm#i104752,B34,1131,1162,M,3,15,146,3.0,13.0,83.0,9.0,16.0,206.0,4.0,7.0,43.0
p67231.htm#i672305,B16,1060,1108,M,2,4,34,,,,3.0,5.0,44.0,,,
p58177.htm#i581765,B27,1143,1193,M,3,2,13,1.0,2.0,7.0,3.0,2.0,13.0,,,
p10217.htm#i102162,B4,1155,1214,M,15,14,238,3.0,7.0,54.0,3.0,7.0,87.0,4.0,6.0,38.0
p255.htm#i2545,B4,1164,1234,M,2,7,72,3.0,7.0,97.0,3.0,7.0,58.0,9.0,8.0,194.0
p12963.htm#i129628,B3,1293,1361,M,7,25,253,3.0,8.0,110.0,4.0,11.0,157.0,6.0,7.0,95.0
p11360.htm#i113591,B44,1133,1193,M,2,4,44,6.0,3.0,27.0,7.0,4.0,33.0,1.0,2.0,15.0
p11292.htm#i112913,B1,1280,1318,M,6,7,140,5.0,5.0,127.0,5.0,4.0,127.0,15.0,6.0,202.0
p10202.htm#i102016,B34,1155,1183,M,4,20,240,7.0,19.0,180.0,5.0,22.0,247.0,4.0,17.0,137.0
p4291.htm#i42908,B0,1155,1200,M,5,4,65,3.0,4.0,50.0,3.0,2.0,25.0,3.0,4.0,55.0
p10282.htm#i102819,B3,1206,1268,M,4,4,50,4.0,4.0,65.0,11.0,4.0,29.0,4.0,6.0,123.0
p10282.htm#i102813,solo_PL6672,1282,1343,M,2,3,10,,,,1.0,3.0,8.0,,,
p11407.htm#i114064,B1,1044,1102,M,6,2,33,,,,1.0,1.0,7.0,,,
p40592.htm#i405918,B36,1189,1238,M,6,4,51,3.0,6.0,18.0,3.0,3.0,11.0,1.0,3.0,11.0
p4212.htm#i42111,B0,1094,1109,M,2,4,48,2.0,4.0,41.0,3.0,6.0,99.0,1.0,2.0,17.0
p39262.htm#i392618,B26,1125,1165,M,2,1,18,,,,1.0,3.0,28.0,,,
p382.htm#i3816,B38,1067,1118,M,3,4,31,3.0,4.0,30.0,1.0,4.0,15.0,4.0,5.0,36.0
p11289.htm#i112885,B1,1284,1325,M,5,4,69,3.0,5.0,95.0,3.0,4.0,69.0,7.0,7.0,233.0
p32196.htm#i321952,B26,1180,1220,M,4,1,27,2.0,1.0,23.0,1.0,5.0,18.0,,,
p66332.htm#i663311,B27,1150,1212,M,2,6,34,3.0,7.0,56.0,1.0,6.0,30.0,10.0,8.0,117.0
p15170.htm#i151699,B3,1290,1320,M,2,5,44,1.0,4.0,24.0,3.0,4.0,62.0,,,
p67306.htm#i673052,B16,1230,1285,M,2,3,44,3.0,3.0,63.0,4.0,3.0,33.0,5.0,5.0,101.0
p66334.htm#i663335,B0,1270,1293,M,2,8,83,3.0,13.0,197.0,3.0,7.0,87.0,8.0,17.0,316.0
p11304.htm#i113038,B1,1184,1249,M,3,7,57,0.0,1.0,0.0,2.0,6.0,53.0,,,
p40546.htm#i405458,B3,1281,1337,M,2,15,140,3.0,13.0,88.0,4.0,11.0,109.0,7.0,12.0,96.0
p10472.htm#i104715,B34,1114,1158,M,2,14,147,3.0,13.0,85.0,3.0,16.0,170.0,3.0,5.0,45.0
p10458.htm#i104580,B34,1239,1298,M,2,14,242,3.0,12.0,202.0,7.0,23.0,344.0,5.0,5.0,109.0
p4175.htm#i41746,B34,1278,1346,M,2,4,55,6.0,7.0,100.0,4.0,4.0,45.0,5.0,13.0,202.0
p22158.htm#i221574,B0,1085,1139,M,8,4,78,1.0,2.0,15.0,3.0,3.0,37.0,,,
p67216.htm#i672158,B16,1076,1130,M,6,2,29,2.0,2.0,23.0,4.0,2.0,29.0,,,
p4256.htm#i42556,B0,1112,1167,M,6,4,123,3.0,1.0,57.0,3.0,2.0,45.0,7.0,3.0,68.0
p18381.htm#i183806,B26,1190,1250,M,4,5,51,3.0,8.0,90.0,3.0,5.0,35.0,11.0,17.0,202.0
p41019.htm#i410189,B34,1275,1293,M,3,10,63,3.0,11.0,72.0,5.0,13.0,110.0,4.0,9.0,51.0
p56807.htm#i568066,B3,1136,1196,M,5,1,21,2.0,4.0,20.0,3.0,1.0,11.0,2.0,4.0,35.0
p57107.htm#i571067,B26,1073,1133,M,4,6,53,,,,2.0,5.0,47.0,,,
p12941.htm#i129409,B6,1256,1293,M,4,4,83,3.0,6.0,88.0,4.0,8.0,93.0,3.0,6.0,74.0
p70431.htm#i704303,B0,1103,1171,M,2,6,68,,,,,,,,,
p11857.htm#i118563,B27,1295,1361,M,5,12,79,3.0,7.0,85.0,3.0,4.0,75.0,5.0,9.0,100.0
p41220.htm#i412200,B34,1210,1270,M,4,3,15,1.0,3.0,11.0,2.0,4.0,38.0,,,
p10298.htm#i102975,B4,1254,1302,M,7,6,107,3.0,4.0,34.0,5.0,5.0,94.0,,,
p70903.htm#i709024,B34,1090,1160,M,4,6,83,3.0,6.0,107.0,3.0,7.0,67.0,14.0,8.0,185.0
p22851.htm#i228509,B139,1295,1366,M,3,3,14,3.0,2.0,10.0,1.0,1.0,7.0,3.0,2.0,10.0
p59997.htm#i599965,B6,1202,1258,M,5,8,79,2.0,1.0,14.0,3.0,2.0,24.0,1.0,1.0,8.0
p10293.htm#i102926,B26,1114,1152,M,11,14,163,10.0,11.0,125.0,6.0,11.0,132.0,5.0,12.0,121.0
p67333.htm#i673325,B16,1172,1218,M,2,6,75,5.0,10.0,138.0,3.0,6.0,103.0,5.0,13.0,206.0
p10469.htm#i104689,B34,1133,1188,M,1,15,163,,,,2.0,16.0,225.0,,,
p27245.htm#i272442,B25,1290,1350,M,2,13,148,,,,7.0,10.0,130.0,,,
p70420.htm#i704192,B34,1050,1107,M,2,3,63,,,,2.0,7.0,92.0,,,
p11385.htm#i113847,B0,1282,1328,M,11,8,132,3.0,5.0,46.0,4.0,6.0,94.0,1.0,3.0,18.0
p53085.htm#i530846,B1,1216,1248,M,2,4,41,4.0,4.0,69.0,2.0,3.0,37.0,4.0,5.0,106.0
p11528.htm#i115274,B4,1171,1214,M,1,2,21,,,,1.0,3.0,49.0,,,
p11336.htm#i113351,B4,1270,1296,M,3,6,120,5.0,6.0,155.0,5.0,7.0,190.0,4.0,6.0,195.0
p67253.htm#i672528,B16,1290,1378,M,3,2,26,3.0,2.0,35.0,3.0,2.0,18.0,8.0,3.0,62.0
p54621.htm#i546204,B15,1158,1213,M,3,1,29,,,,3.0,1.0,8.0,,,
p10780.htm#i107800,B26,1180,1240,M,2,14,136,,,,7.0,15.0,170.0,,,
p10469.htm#i104687,B34,1133,1188,M,1,15,163,,,,2.0,16.0,225.0,,,
p734.htm#i7334,B1,1216,1267,M,9,6,229,5.0,6.0,126.0,5.0,6.0,91.0,6.0,10.0,174.0
p13044.htm#i130440,B25,1261,1298,M,7,7,119,3.0,1.0,36.0,3.0,2.0,44.0,5.0,1.0,38.0
p11648.htm#i116473,B27,1147,1181,M,9,8,144,3.0,14.0,160.0,3.0,6.0,98.0,12.0,17.0,268.0
p60994.htm#i609932,B3,1130,1194,M,3,8,91,5.0,6.0,96.0,3.0,6.0,62.0,6.0,8.0,106.0
p10695.htm#i106947,B3,1278,1342,M,4,13,84,1.0,4.0,21.0,3.0,6.0,48.0,,,
p10545.htm#i105442,B1,1076,1135,M,2,4,53,2.0,3.0,29.0,3.0,4.0,71.0,1.0,1.0,14.0
p58844.htm#i588437,B16,1284,1336,M,3,7,40,,,,2.0,1.0,9.0,,,
p3753.htm#i37523,B1,1244,1300,M,2,6,131,7.0,7.0,169.0,3.0,7.0,100.0,10.0,8.0,222.0
p843.htm#i8430,B0,1204,1270,M,5,7,35,1.0,2.0,6.0,2.0,5.0,32.0,2.0,3.0,8.0
p38076.htm#i380758,B0,1070,1108,M,3,3,30,3.0,5.0,50.0,1.0,2.0,22.0,5.0,7.0,85.0
p10916.htm#i109155,B26,1263,1305,M,6,10,130,3.0,8.0,87.0,2.0,5.0,77.0,10.0,9.0,91.0
p11477.htm#i114768,B1,1271,1318,M,5,2,40,4.0,1.0,34.0,5.0,1.0,51.0,1.0,1.0,15.0
p70909.htm#i709086,B4,1285,1325,M,3,7,56,1.0,2.0,13.0,5.0,3.0,27.0,,,
p11288.htm#i112875,B1,1240,1290,M,7,4,135,5.0,4.0,97.0,6.0,4.0,92.0,6.0,3.0,71.0
p10489.htm#i104889,B16,1128,1186,M,4,6,115,1.0,3.0,37.0,2.0,3.0,41.0,7.0,4.0,84.0
