person_id,bloc,birth,death,sex,deg,n_dyn_4hop,n_nodes_4hop,mother_pre_deg,mother_n_dyn_4hop,mother_n_nodes_4hop,father_pre_deg,father_n_dyn_4hop,father_n_nodes_4hop,mgf_pre_deg,mgf_n_dyn_4hop,mgf_n_nodes_4hop
p60231.htm#i602301,B3,1000,1105,M,2,1,6,,,,1.0,1.0,12.0,,,
p10475.htm#i104750,B34,1108,1151,M,4,16,120,3.0,11.0,56.0,4.0,13.0,121.0,2.0,7.0,23.0
p2349.htm#i23486,B34,1203,1224,M,2,8,99,7.0,8.0,129.0,7.0,8.0,146.0,9.0,9.0,206.0
p24826.htm#i248257,B4,1174,1239,M,9,8,169,8.0,9.0,131.0,8.0,10.0,218.0,7.0,9.0,136.0
p4305.htm#i43047,B0,1215,1278,M,15,3,161,3.0,3.0,70.0,3.0,1.0,39.0,11.0,5.0,143.0
p10239.htm#i102383,B4,1187,1226,M,12,5,234,3.0,8.0,185.0,5.0,8.0,270.0,7.0,9.0,188.0
p10118.htm#i101178,B34,1146,1206,M,4,15,127,2.0,4.0,19.0,4.0,2.0,16.0,3.0,4.0,9.0
p15227.htm#i152267,B1,1209,1268,M,2,1,5,,,,1.0,1.0,7.0,,,
p10204.htm#i102036,B34,1103,1120,M,3,20,239,5.0,13.0,163.0,19.0,15.0,223.0,15.0,14.0,164.0
p51099.htm#i510989,B15,1296,1352,M,3,1,8,,,,1.0,1.0,5.0,,,
p899.htm#i8988,B1,1142,1181,M,7,10,138,12.0,10.0,139.0,12.0,8.0,106.0,4.0,8.0,122.0
p46548.htm#i465480,B34,1166,1229,M,2,6,85,2.0,5.0,63.0,4.0,13.0,161.0,,,
p10668.htm#i106676,B1,1057,1118,M,2,7,113,5.0,9.0,162.0,3.0,8.0,100.0,8.0,10.0,221.0
p10249.htm#i102488,B34,1240,1313,M,5,11,126,9.0,8.0,115.0,9.0,5.0,58.0,9.0,11.0,165.0
p67260.htm#i672597,B16,1040,1100,M,2,4,34,,,,,,,,,
p783.htm#i7828,B1,1283,1309,M,2,5,142,4.0,8.0,185.0,4.0,5.0,190.0,11.0,10.0,210.0
p11699.htm#i116990,B3,1117,1172,M,2,1,11,3.0,1.0,8.0,2.0,1.0,8.0,3.0,1.0,8.0
p4725.htm#i47245,B34,1250,1311,M,4,9,90,2.0,5.0,44.0,3.0,6.0,74.0,3.0,7.0,70.0
p67331.htm#i673308,B16,1086,1146,M,1,1,24,,,,4.0,3.0,30.0,,,
p67322.htm#i673213,B16,1262,1314,M,2,1,37,2.0,1.0,25.0,4.0,2.0,52.0,,,
p824.htm#i8239,B44,1170,1237,M,10,10,203,5.0,3.0,35.0,6.0,4.0,48.0,1.0,3.0,20.0
p22822.htm#i228214,B26,1297,1357,M,3,1,9,,,,2.0,1.0,9.0,,,
p10696.htm#i106952,B36,1295,1342,M,8,20,142,4.0,5.0,56.0,4.0,5.0,77.0,5.0,4.0,41.0
p359.htm#i3584,B44,1226,1263,M,10,9,170,6.0,10.0,193.0,9.0,9.0,176.0,9.0,9.0,200.0
p15167.htm#i151670,B1,1298,1341,M,1,2,22,,,,2.0,1.0,38.0,,,
p68850.htm#i688497,B0,1115,1192,M,4,3,33,1.0,3.0,27.0,3.0,5.0,58.0,,,
p73517.htm#i735170,B0,1115,1156,M,4,1,44,3.0,1.0,27.0,1.0,1.0,14.0,4.0,1.0,45.0
p10684.htm#i106835,B4,1178,1232,M,9,7,133,3.0,5.0,65.0,5.0,10.0,177.0,2.0,5.0,21.0
p70902.htm#i709018,B4,1066,1126,M,8,4,40,3.0,5.0,62.0,1.0,4.0,22.0,4.0,5.0,100.0
p38181.htm#i381806,B0,1223,1303,M,6,4,221,6.0,5.0,125.0,10.0,4.0,155.0,3.0,5.0,118.0
p366.htm#i3653,B0,1110,1196,M,3,5,102,4.0,2.0,60.0,5.0,2.0,63.0,7.0,2.0,76.0
p64710.htm#i647097,B0,1133,1183,M,4,3,45,3.0,5.0,67.0,3.0,3.0,33.0,9.0,6.0,88.0
p72102.htm#i721011,B27,1130,1180,M,2,5,48,3.0,6.0,70.0,3.0,7.0,56.0,8.0,7.0,81.0
p4177.htm#i41770,B3,1268,1317,M,2,12,113,5.0,11.0,155.0,5.0,13.0,125.0,14.0,17.0,249.0
p15187.htm#i151861,B3,1272,1311,M,4,7,92,3.0,7.0,80.0,6.0,11.0,117.0,11.0,9.0,86.0
p11527.htm#i115269,B4,1269,1312,M,1,3,37,,,,3.0,4.0,68.0,,,
p58843.htm#i588424,B16,1133,1192,M,5,5,54,2.0,13.0,106.0,3.0,5.0,46.0,3.0,16.0,210.0
p836.htm#i8358,B1,1256,1315,M,10,5,203,10.0,4.0,97.0,12.0,5.0,136.0,1.0,4.0,34.0
p52904.htm#i529039,B26,1191,1248,M,2,6,81,4.0,5.0,64.0,4.0,1.0,14.0,3.0,7.0,113.0
p362.htm#i3617,B12,1219,1295,M,4,7,124,5.0,4.0,105.0,2.0,4.0,30.0,5.0,9.0,190.0
p10288.htm#i102871,B26,1141,1165,M,3,12,118,4.0,13.0,129.0,4.0,12.0,136.0,7.0,13.0,119.0
p10783.htm#i107827,B34,1238,1271,M,3,9,109,3.0,8.0,103.0,3.0,5.0,47.0,9.0,11.0,155.0
p369.htm#i3687,B4,1177,1201,M,2,7,112,,,,5.0,8.0,221.0,,,
p53065.htm#i530641,B44,1278,1322,M,6,5,40,3.0,9.0,74.0,4.0,3.0,38.0,4.0,10.0,80.0
p58176.htm#i581753,B27,1104,1158,M,2,6,60,3.0,9.0,75.0,3.0,7.0,48.0,5.0,12.0,105.0
p12001.htm#i120004,B44,1243,1278,M,3,5,66,4.0,5.0,94.0,3.0,5.0,84.0,3.0,5.0,72.0
p49170.htm#i491700,B38,1163,1219,M,3,1,17,1.0,1.0,10.0,2.0,1.0,16.0,,,
p46278.htm#i462780,B26,1171,1210,M,1,8,74,,,,2.0,12.0,123.0,,,
p68959.htm#i689582,B36,1177,1221,M,1,2,34,,,,4.0,3.0,52.0,,,
p66755.htm#i667547,B15,1276,1336,M,1,2,17,,,,3.0,2.0,17.0,,,
p11385.htm#i113845,B1,1286,1330,M,4,12,188,6.0,5.0,142.0,6.0,5.0,134.0,3.0,5.0,108.0
p11334.htm#i113333,B4,1223,1236,M,3,3,35,1.0,3.0,33.0,3.0,5.0,88.0,,,
p4031.htm#i40309,B34,1125,1162,M,4,4,64,1.0,2.0,19.0,3.0,4.0,46.0,,,
p27849.htm#i278489,B26,1272,1332,M,2,2,12,,,,2.0,2.0,23.0,,,
p782.htm#i7811,B1,1267,1346,M,2,6,231,6.0,4.0,179.0,6.0,7.0,228.0,5.0,5.0,145.0
p11336.htm#i113354,B4,1277,1343,M,5,13,240,5.0,4.0,112.0,5.0,6.0,158.0,9.0,4.0,130.0
p59196.htm#i591960,B0,1230,1275,M,4,3,78,2.0,2.0,17.0,4.0,2.0,30.0,1.0,1.0,9.0
p67307.htm#i673066,B16,1181,1223,M,1,1,20,,,,1.0,1.0,30.0,,,
p4036.htm#i40356,B1,1290,1320,M,2,6,147,3.0,4.0,168.0,2.0,6.0,174.0,12.0,6.0,176.0
p38685.htm#i386848,B25,1270,1328,M,5,4,47,1.0,1.0,26.0,2.0,2.0,45.0,,,
p10224.htm#i102234,B25,1276,1321,M,14,15,230,3.0,9.0,78.0,3.0,10.0,123.0,8.0,9.0,71.0
p10287.htm#i102869,B25,1176,1220,M,4,12,135,6.0,14.0,181.0,2.0,9.0,70.0,11.0,17.0,226.0
p65459.htm#i654586,B34,1080,1140,M,4,4,39,1.0,2.0,14.0,3.0,4.0,39.0,,,
p10470.htm#i104698,B34,1110,1175,M,10,18,314,6.0,12.0,83.0,25.0,19.0,290.0,1.0,6.0,36.0
p10467.htm#i104670,B34,1082,1136,M,3,13,110,,,,,,,,,
p10790.htm#i107895,B26,1292,1347,M,2,9,75,2.0,9.0,109.0,1.0,6.0,44.0,15.0,14.0,244.0
p24828.htm#i248271,B4,1158,1220,M,2,8,153,5.0,8.0,106.0,5.0,9.0,169.0,7.0,8.0,124.0
p1700.htm#i16997,B4,1164,1204,M,3,5,30,3.0,4.0,39.0,0.0,1.0,0.0,4.0,8.0,90.0
p474.htm#i4734,B1,1288,1348,M,11,9,169,4.0,4.0,100.0,3.0,3.0,109.0,9.0,3.0,88.0
p10248.htm#i102474,B26,1210,1295,M,6,16,212,3.0,10.0,134.0,3.0,6.0,55.0,14.0,19.0,257.0
p11477.htm#i114767,B1,1255,1285,M,2,1,37,3.0,1.0,32.0,4.0,1.0,48.0,1.0,1.0,14.0
p10461.htm#i104610,B34,1214,1264,M,2,17,231,7.0,24.0,264.0,3.0,12.0,99.0,4.0,16.0,143.0
p824.htm#i8240,B4,1166,1197,M,4,7,149,,,,3.0,7.0,162.0,,,
p24822.htm#i248217,B34,1155,1215,M,3,5,70,4.0,8.0,98.0,3.0,6.0,69.0,9.0,10.0,142.0
p35429.htm#i354283,B25,1130,1196,M,1,4,45,,,,2.0,6.0,51.0,,,
p10549.htm#i105490,B1,1240,1291,M,6,5,144,3.0,2.0,87.0,1.0,1.0,36.0,13.0,4.0,146.0
p67229.htm#i672289,B1,1100,1160,M,4,6,74,3.0,3.0,37.0,1.0,3.0,20.0,6.0,4.0,71.0
p15884.htm#i158839,B25,1245,1305,M,9,3,71,,,,1.0,4.0,39.0,,,
p11397.htm#i113970,B1,1216,1288,M,11,10,281,11.0,6.0,126.0,10.0,9.0,169.0,7.0,4.0,145.0
p19230.htm#i192297,B34,1281,1321,M,2,5,41,1.0,4.0,29.0,3.0,5.0,81.0,,,
p11393.htm#i113929,B1,1137,1197,M,2,1,28,1.0,1.0,21.0,3.0,2.0,46.0,,,
p4295.htm#i42947,B0,1295,1368,M,3,12,152,9.0,5.0,117.0,13.0,6.0,192.0,4.0,5.0,77.0
p68959.htm#i689586,B36,1239,1295,M,2,3,29,,,,2.0,3.0,44.0,,,
p68957.htm#i689566,B36,1120,1181,M,2,5,72,4.0,8.0,60.0,4.0,4.0,38.0,7.0,9.0,95.0
p2206.htm#i22053,B26,1294,1323,M,3,11,107,4.0,10.0,132.0,5.0,7.0,70.0,15.0,15.0,248.0
p4257.htm#i42567,B0,1132,1176,M,3,12,181,4.0,14.0,155.0,5.0,10.0,147.0,10.0,16.0,207.0
p10264.htm#i102632,B1,1050,1106,M,4,7,121,,,,8.0,5.0,110.0,,,
p11463.htm#i114625,B1,1221,1257,M,5,2,73,3.0,1.0,22.0,4.0,2.0,60.0,1.0,1.0,10.0
p58844.htm#i588436,B16,1275,1336,M,3,4,25,2.0,1.0,8.0,3.0,2.0,12.0,1.0,1.0,6.0
p56807.htm#i568064,B3,1128,1186,M,2,4,62,,,,2.0,6.0,51.0,,,
p15562.htm#i155620,B25,1197,1261,M,11,4,62,3.0,4.0,36.0,3.0,4.0,62.0,3.0,2.0,24.0
p10260.htm#i102599,B3,1200,1244,M,8,11,103,0.0,1.0,0.0,3.0,8.0,81.0,,,
p10456.htm#i104560,B4,1269,1291,M,3,8,178,4.0,6.0,140.0,4.0,7.0,176.0,4.0,6.0,190.0
p67271.htm#i672709,B16,1094,1170,M,2,1,18,,,,2.0,1.0,18.0,,,
p19078.htm#i190776,B25,1241,1301,M,7,2,66,,,,9.0,4.0,54.0,,,
p70422.htm#i704214,B34,1078,1134,M,2,7,56,4.0,6.0,81.0,1.0,6.0,38.0,13.0,8.0,160.0
p58972.htm#i589715,B0,1278,1344,M,2,5,94,5.0,2.0,69.0,6.0,1.0,78.0,8.0,3.0,126.0
p11412.htm#i114118,B1,1235,1272,M,4,5,156,2.0,5.0,99.0,11.0,6.0,209.0,2.0,4.0,48.0
p40494.htm#i404931,B3,1092,1132,M,2,4,32,2.0,1.0,7.0,3.0,1.0,9.0,1.0,1.0,6.0
p10687.htm#i106869,B38,1297,1349,M,3,14,145,4.0,12.0,104.0,4.0,11.0,111.0,7.0,12.0,137.0
p15192.htm#i151916,B16,1130,1190,M,2,2,20,,,,2.0,3.0,39.0,,,
p10915.htm#i109146,B26,1154,1203,M,3,2,14,,,,1.0,2.0,26.0,,,
p15019.htm#i150189,B1,1285,1320,M,3,3,80,3.0,3.0,84.0,3.0,3.0,72.0,9.0,4.0,150.0
p11431.htm#i114301,B4,1217,1246,M,3,6,113,6.0,13.0,213.0,6.0,7.0,141.0,15.0,14.0,243.0
p67274.htm#i672733,B11,1172,1234,M,2,3,58,7.0,1.0,22.0,,,,2.0,1.0,21.0
p15227.htm#i152265,B1,1134,1189,M,2,2,79,,,,4.0,5.0,113.0,,,
p10456.htm#i104559,B0,1300,1355,M,7,12,239,3.0,8.0,240.0,3.0,8.0,201.0,21.0,16.0,443.0
p10770.htm#i107695,B26,1134,1206,M,7,7,60,4.0,3.0,38.0,3.0,4.0,47.0,8.0,5.0,55.0
p26757.htm#i267567,B25,1191,1251,M,1,2,29,,,,2.0,4.0,23.0,,,
p61957.htm#i619568,B38,1235,1295,M,1,1,21,,,,5.0,1.0,23.0,,,
p72640.htm#i726394,B34,1132,1204,M,2,14,197,6.0,17.0,236.0,8.0,14.0,162.0,30.0,23.0,411.0
p10252.htm#i102516,B34,1137,1171,M,4,10,145,4.0,16.0,156.0,4.0,8.0,74.0,6.0,17.0,194.0
p12963.htm#i129627,B3,1298,1346,M,4,17,153,8.0,8.0,122.0,9.0,11.0,175.0,6.0,7.0,105.0
p10464.htm#i104636,B1,1175,1218,M,4,13,279,7.0,19.0,234.0,11.0,13.0,200.0,20.0,27.0,375.0
p10459.htm#i104587,B1,1238,1253,M,2,14,215,5.0,23.0,328.0,11.0,16.0,296.0,22.0,34.0,577.0
p67322.htm#i673214,B16,1255,1307,M,8,1,52,3.0,1.0,21.0,4.0,2.0,41.0,2.0,1.0,13.0
p10118.htm#i101176,B4,1260,1294,M,3,6,153,4.0,8.0,111.0,11.0,7.0,162.0,9.0,8.0,157.0
p4292.htm#i42917,B0,1228,1277,M,3,6,127,5.0,8.0,141.0,10.0,6.0,126.0,11.0,9.0,198.0
p4031.htm#i40307,B0,1115,1176,M,10,5,171,3.0,6.0,79.0,3.0,3.0,45.0,4.0,7.0,109.0
p39209.htm#i392082,B26,1284,1344,M,4,7,77,6.0,6.0,103.0,2.0,3.0,47.0,8.0,8.0,124.0
p4291.htm#i42907,B0,1155,1208,M,2,4,47,3.0,4.0,50.0,3.0,2.0,25.0,3.0,4.0,55.0
p10484.htm#i104839,B4,1081,1107,M,2,8,121,3.0,8.0,131.0,3.0,8.0,94.0,13.0,11.0,193.0
p10484.htm#i104838,B4,1087,1147,M,2,9,166,7.0,10.0,145.0,8.0,9.0,105.0,13.0,13.0,209.0
p48333.htm#i483321,B4,1107,1148,M,2,2,28,1.0,2.0,19.0,3.0,2.0,35.0,,,
p70904.htm#i709039,B4,1128,1188,M,3,3,48,4.0,3.0,44.0,4.0,4.0,29.0,4.0,6.0,72.0
p4089.htm#i40883,B1,1279,1322,M,4,7,132,2.0,4.0,36.0,4.0,7.0,217.0,,,
p362.htm#i3618,B0,1251,1294,M,7,9,267,3.0,6.0,107.0,3.0,6.0,147.0,11.0,7.0,141.0
p68850.htm#i688499,B0,1175,1236,M,3,1,10,1.0,1.0,7.0,3.0,1.0,13.0,,,
p53225.htm#i532248,B0,1231,1291,M,2,1,23,1.0,1.0,18.0,3.0,2.0,42.0,,,
p22425.htm#i224250,B27,1199,1259,M,2,3,57,2.0,6.0,85.0,3.0,3.0,32.0,9.0,9.0,190.0
p11405.htm#i114044,B1,1114,1177,M,7,8,217,10.0,5.0,93.0,7.0,4.0,63.0,4.0,7.0,137.0
p356.htm#i3560,B26,1285,1326,M,8,16,145,4.0,9.0,48.0,4.0,11.0,74.0,2.0,10.0,49.0
p11426.htm#i114260,B1,1145,1167,M,3,7,106,4.0,3.0,67.0,4.0,6.0,110.0,4.0,3.0,52.0
p4285.htm#i42847,B1,1107,1161,M,2,4,17,2.0,5.0,20.0,0.0,1.0,0.0,3.0,7.0,59.0
p32195.htm#i321950,B26,1181,1239,M,3,1,21,,,,3.0,1.0,20.0,,,
p7002.htm#i70014,B12,1195,1244,M,3,2,29,3.0,3.0,28.0,1.0,2.0,14.0,6.0,5.0,46.0
p10770.htm#i107698,B27,1070,1111,M,4,8,63,,,,,,,,,
p10273.htm#i102728,B27,1259,1304,M,4,4,38,2.0,3.0,11.0,2.0,5.0,22.0,1.0,2.0,5.0
p844.htm#i8440,B0,1250,1296,M,2,4,24,1.0,1.0,1.0,2.0,5.0,28.0,1.0,1.0,1.0
p11329.htm#i113281,B1,1199,1205,M,2,5,77,4.0,6.0,137.0,3.0,5.0,123.0,9.0,7.0,140.0
p10694.htm#i106931,B25,1290,1313,M,4,16,187,6.0,9.0,92.0,7.0,10.0,130.0,6.0,9.0,66.0
p33374.htm#i333732,B25,1230,1285,M,3,6,73,4.0,4.0,51.0,3.0,9.0,97.0,,,
p67216.htm#i672152,B16,1120,1172,M,4,2,40,2.0,1.0,18.0,3.0,2.0,26.0,1.0,1.0,7.0
p4035.htm#i40347,B1,1271,1305,M,3,2,108,4.0,2.0,109.0,4.0,5.0,175.0,5.0,2.0,91.0
p4097.htm#i40962,B1,1243,1276,M,2,2,108,12.0,4.0,159.0,13.0,5.0,159.0,7.0,5.0,220.0
p16084.htm#i160836,B25,1139,1199,M,5,4,64,3.0,4.0,30.0,3.0,6.0,64.0,2.0,4.0,15.0
p56831.htm#i568304,B112,1297,1349,M,4,12,59,3.0,7.0,83.0,3.0,5.0,46.0,4.0,9.0,98.0
p6190.htm#i61897,B12,1226,1285,M,6,2,76,1.0,2.0,12.0,3.0,2.0,20.0,,,
p4098.htm#i40972,B1,1291,1362,M,9,11,132,3.0,2.0,122.0,4.0,3.0,113.0,7.0,6.0,199.0
p86.htm#i852,B26,1285,1334,M,2,4,31,6.0,3.0,23.0,7.0,5.0,39.0,1.0,2.0,14.0
p67309.htm#i673088,B16,1057,1111,M,5,3,54,5.0,1.0,30.0,9.0,1.0,37.0,1.0,1.0,19.0
p10548.htm#i105474,B1,1209,1231,M,4,6,153,3.0,8.0,159.0,6.0,9.0,209.0,11.0,7.0,197.0
p10493.htm#i104922,B34,1183,1216,M,2,19,207,0.0,1.0,0.0,3.0,22.0,247.0,,,
p10776.htm#i107752,B26,1189,1246,M,2,11,160,5.0,11.0,132.0,8.0,16.0,190.0,9.0,8.0,155.0
p4036.htm#i40353,B1,1242,1295,M,2,6,185,4.0,7.0,163.0,6.0,6.0,156.0,12.0,9.0,288.0
p4245.htm#i42450,B0,1145,1207,M,12,5,204,5.0,4.0,121.0,5.0,5.0,106.0,8.0,6.0,147.0
p10773.htm#i107721,B26,1125,1187,M,5,5,43,5.0,5.0,58.0,4.0,5.0,67.0,3.0,3.0,27.0
p8700.htm#i87000,B11,1288,1312,M,10,3,82,4.0,4.0,121.0,3.0,4.0,97.0,11.0,4.0,121.0
p4790.htm#i47897,B34,1300,1328,M,4,11,101,4.0,16.0,151.0,7.0,14.0,132.0,6.0,15.0,246.0
p15961.htm#i159610,B25,1275,1330,M,2,2,43,1.0,1.0,25.0,5.0,2.0,47.0,,,
p49169.htm#i491687,B38,1104,1163,M,2,1,25,2.0,2.0,20.0,1.0,1.0,12.0,5.0,3.0,35.0
p11303.htm#i113023,B1,1182,1230,M,2,1,51,3.0,1.0,42.0,6.0,3.0,56.0,5.0,1.0,31.0
p10465.htm#i104649,B1,1176,1235,M,12,6,215,4.0,5.0,77.0,7.0,7.0,160.0,6.0,6.0,61.0
p22150.htm#i221494,B0,1105,1166,M,3,2,13,1.0,2.0,10.0,3.0,2.0,25.0,,,
p10682.htm#i106817,B25,1200,1275,M,13,11,200,2.0,7.0,60.0,3.0,11.0,109.0,7.0,10.0,92.0
p67325.htm#i673245,B16,1270,1330,M,3,1,37,6.0,1.0,30.0,8.0,2.0,57.0,,,
p70908.htm#i709075,B4,1222,1261,M,5,5,49,2.0,2.0,24.0,4.0,3.0,43.0,,,
p46162.htm#i461615,B0,1220,1279,M,2,4,78,4.0,7.0,141.0,4.0,4.0,110.0,13.0,8.0,234.0
p456.htm#i4554,B26,1120,1174,M,3,14,136,2.0,16.0,186.0,2.0,13.0,85.0,28.0,22.0,366.0
p10783.htm#i107829,B34,1225,1296,M,10,17,340,17.0,26.0,359.0,11.0,15.0,163.0,4.0,18.0,190.0
p15562.htm#i155618,B25,1154,1213,M,5,4,69,10.0,4.0,44.0,10.0,6.0,82.0,2.0,4.0,22.0
p61957.htm#i619569,B38,1225,1285,M,2,1,21,,,,4.0,1.0,20.0,,,
p776.htm#i7758,B0,1245,1295,M,5,3,93,2.0,3.0,31.0,4.0,3.0,75.0,,,
p15521.htm#i155210,B25,1220,1243,M,4,2,39,2.0,2.0,22.0,4.0,4.0,40.0,,,
p15827.htm#i158262,B0,1193,1245,M,17,8,91,4.0,5.0,37.0,4.0,7.0,88.0,2.0,4.0,12.0
p27849.htm#i278488,B26,1273,1333,M,3,3,27,1.0,2.0,22.0,3.0,4.0,64.0,,,
p10470.htm#i104693,B34,1107,1167,M,5,13,128,,,,0.0,1.0,0.0,,,
p4181.htm#i41809,B11,1254,1279,M,2,4,47,3.0,6.0,59.0,1.0,4.0,21.0,6.0,6.0,77.0
p10306.htm#i103052,B11,1293,1334,M,5,4,57,,,,3.0,4.0,47.0,,,
p64979.htm#i649785,B34,1226,1279,M,2,6,50,3.0,8.0,99.0,1.0,6.0,42.0,10.0,10.0,196.0
p53224.htm#i532239,B4,1065,1124,M,2,6,72,1.0,5.0,25.0,3.0,8.0,61.0,,,
p70421.htm#i704210,B1,1100,1193,M,2,6,45,,,,2.0,6.0,78.0,,,
p54621.htm#i546203,B15,1151,1202,M,1,1,15,,,,1.0,1.0,4.0,,,
p11418.htm#i114172,B1,1260,1333,M,6,10,160,2.0,1.0,29.0,6.0,1.0,54.0,1.0,1.0,16.0
p10473.htm#i104724,B34,1141,1196,M,2,15,194,4.0,16.0,287.0,3.0,14.0,168.0,8.0,14.0,238.0
p11426.htm#i114256,B1,1093,1152,M,5,6,126,4.0,3.0,45.0,2.0,3.0,23.0,4.0,5.0,83.0
p10282.htm#i102818,B3,1247,1311,M,2,1,35,,,,3.0,4.0,45.0,,,
p26680.htm#i266796,B25,1272,1326,M,2,1,10,,,,2.0,1.0,6.0,,,
p26759.htm#i267582,B25,1220,1280,M,1,1,31,,,,2.0,2.0,22.0,,,
p12007.htm#i120066,B44,1224,1270,M,2,4,49,3.0,6.0,43.0,4.0,4.0,57.0,4.0,8.0,51.0
p10545.htm#i105449,B229,1094,1147,M,4,2,28,2.0,3.0,39.0,0.0,1.0,0.0,6.0,5.0,89.0
p536.htm#i5352,B0,1299,1376,M,6,12,168,2.0,3.0,66.0,3.0,5.0,150.0,3.0,4.0,43.0
p36887.htm#i368869,B36,1220,1284,M,2,5,32,,,,2.0,8.0,55.0,,,
p68960.htm#i689599,B36,1259,1319,M,2,7,58,6.0,5.0,46.0,6.0,8.0,84.0,1.0,4.0,19.0
p10919.htm#i109189,B26,1280,1329,M,5,8,131,3.0,5.0,110.0,3.0,5.0,87.0,10.0,7.0,167.0
p58996.htm#i589954,B26,1188,1247,M,3,1,6,,,,1.0,1.0,7.0,,,
p24827.htm#i248265,B4,1209,1279,M,2,4,75,3.0,4.0,53.0,4.0,8.0,135.0,1.0,2.0,14.0
p66331.htm#i663307,B0,1192,1264,M,2,5,38,2.0,5.0,35.0,4.0,7.0,87.0,1.0,4.0,11.0
p16403.htm#i164030,B1,1294,1352,M,6,2,18,1.0,1.0,8.0,3.0,2.0,10.0,,,
p15488.htm#i154871,B25,1142,1202,M,1,5,50,,,,3.0,8.0,73.0,,,
p11329.htm#i113283,B4,1176,1213,M,4,7,122,3.0,5.0,114.0,3.0,4.0,75.0,9.0,8.0,219.0
p37950.htm#i379494,B0,1140,1197,M,2,5,48,3.0,2.0,27.0,3.0,2.0,55.0,4.0,2.0,34.0
p37090.htm#i370898,B25,1274,1333,M,4,3,57,2.0,2.0,48.0,3.0,2.0,29.0,7.0,5.0,99.0
p33519.htm#i335185,B25,1261,1308,M,2,3,56,3.0,1.0,36.0,3.0,2.0,44.0,5.0,1.0,38.0
p11407.htm#i114070,B1,1066,1124,M,2,2,59,,,,4.0,3.0,37.0,,,
p68850.htm#i688500,B0,1205,1263,M,3,1,10,,,,2.0,1.0,8.0,,,
p59337.htm#i593370,B0,1060,1128,M,6,2,46,3.0,1.0,14.0,5.0,1.0,19.0,,,
p11429.htm#i114282,B1,1252,1268,M,2,6,94,4.0,7.0,117.0,3.0,6.0,171.0,8.0,6.0,135.0
p42842.htm#i428419,B11,1289,1322,M,2,12,86,8.0,8.0,93.0,2.0,9.0,62.0,4.0,8.0,67.0
p10490.htm#i104893,B4,1135,1202,M,2,6,156,11.0,7.0,114.0,11.0,10.0,187.0,7.0,3.0,65.0
p10457.htm#i104565,B34,1286,1327,M,2,12,228,8.0,10.0,307.0,6.0,17.0,335.0,5.0,9.0,309.0
p10204.htm#i102033,B34,1068,1135,M,31,23,435,12.0,8.0,191.0,12.0,10.0,160.0,6.0,9.0,228.0
p10545.htm#i105448,B1,1106,1157,M,3,10,130,4.0,6.0,74.0,3.0,8.0,71.0,7.0,7.0,93.0
p10683.htm#i106828,B34,1228,1258,M,2,11,161,8.0,17.0,230.0,7.0,11.0,172.0,12.0,13.0,201.0
p10546.htm#i105453,B1,1130,1157,M,6,2,101,5.0,3.0,93.0,3.0,5.0,107.0,11.0,5.0,133.0
p514.htm#i5138,B26,1272,1332,M,2,7,95,3.0,8.0,95.0,3.0,5.0,77.0,5.0,9.0,99.0
p67275.htm#i672749,B16,1230,1284,M,4,3,72,8.0,3.0,60.0,4.0,3.0,63.0,4.0,5.0,65.0
p24827.htm#i248268,B4,1244,1323,M,2,5,59,5.0,5.0,95.0,3.0,5.0,96.0,3.0,5.0,73.0
p10152.htm#i101518,B4,1208,1265,M,10,14,216,5.0,7.0,120.0,5.0,5.0,59.0,5.0,15.0,247.0
p19079.htm#i190783,B34,1190,1253,M,2,5,55,4.0,10.0,107.0,2.0,4.0,38.0,8.0,18.0,233.0
p4088.htm#i40880,B1,1172,1237,M,2,4,110,3.0,4.0,87.0,5.0,6.0,104.0,6.0,2.0,112.0
p22869.htm#i228686,B6,1240,1302,M,5,7,75,3.0,3.0,15.0,3.0,3.0,28.0,3.0,2.0,11.0
p70428.htm#i704272,B34,1080,1100,M,2,6,90,2.0,4.0,70.0,7.0,10.0,138.0,3.0,8.0,86.0
p11993.htm#i119924,B44,1132,1191,M,8,6,84,4.0,3.0,23.0,6.0,3.0,32.0,,,
p24825.htm#i248250,B44,1157,1219,M,2,7,91,,,,6.0,7.0,72.0,,,
p773.htm#i7728,B0,1244,1308,M,14,6,331,4.0,4.0,138.0,8.0,7.0,245.0,2.0,4.0,74.0
p19903.htm#i199026,B139,1264,1316,M,3,4,26,2.0,4.0,19.0,1.0,2.0,7.0,3.0,4.0,38.0
p12008.htm#i120079,B44,1228,1270,M,2,6,64,2.0,4.0,38.0,3.0,7.0,102.0,1.0,3.0,14.0
p53185.htm#i531847,B0,1102,1141,M,2,7,94,4.0,2.0,45.0,4.0,4.0,63.0,2.0,2.0,32.0
p11335.htm#i113347,B4,1243,1311,M,6,6,231,8.0,5.0,186.0,12.0,6.0,186.0,12.0,6.0,228.0
p49170.htm#i491692,B38,1104,1163,M,2,1,25,2.0,2.0,20.0,1.0,1.0,12.0,5.0,3.0,35.0
p72982.htm#i729818,B11,1240,1293,M,4,4,48,3.0,6.0,93.0,3.0,4.0,50.0,8.0,6.0,129.0
p488.htm#i4877,B26,1210,1266,M,4,9,84,3.0,10.0,134.0,3.0,6.0,55.0,14.0,19.0,257.0
